model,seed,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
VFL-MTL,42,37,1.978729219415823,0.3319757839738021,1.2104985227230856,0.43625491714373427,5.6,0.7808889877412025,0.4422487941275727,0.7033373036528003,0.1973967267981721,0.6078950122127693
VFL-MTL,42,38,1.9823775562136454,0.33208756897126745,1.213989352555254,0.43630063976262856,5.6,0.7861791137279207,0.42523388342264024,0.7072730291834448,0.20466170169718167,0.6043734392757614
VFL-MTL,42,39,1.986703170959606,0.33061163940804494,1.2200128790072478,0.43607865683897096,5.6,0.7923934810786676,0.4436921303051956,0.7174782404140204,0.20658371531108022,0.6000100719023304
VFL-MTL,42,40,1.9765434416100447,0.32995623187467,1.210860060552322,0.43572714573431226,5.6,0.7809543802126546,0.42869235836471775,0.7081756648156249,0.20375885307598895,0.6025228942968954
VFL-MTL,42,41,1.9770639702742798,0.3291961939834611,1.2112122771521323,0.43665549458374625,5.6,0.7904283748346446,0.43629611657191925,0.7039823475125896,0.1978769157630447,0.6052694325504231
VFL-MTL,42,42,1.967044869885174,0.327055685124543,1.2038297085782848,0.43615947592206394,5.5,0.7887115100746057,0.44233782894663237,0.6971753252628341,0.19555044006615793,0.6062546921415874
VFL-MTL,42,43,1.9818169180482756,0.3276310307360112,1.2192792741492327,0.4349066171323368,5.6,0.789666989880411,0.4498228805720261,0.7022281688311827,0.2000057758243309,0.6066727168248569
VFL-MTL,42,44,1.9693038140842487,0.32840527548540105,1.2054494197712196,0.4354491206496043,5.5,0.7931831888867786,0.44482387138062146,0.7058695797954381,0.20095829687145184,0.6094082189846352
VFL-MTL,42,45,1.9754808407162996,0.3272696862314466,1.212494145574528,0.43571700851990147,5.6,0.7803246132264396,0.4246860792998658,0.7020961796585525,0.2003746125552444,0.610887337319316
VFL-MTL,42,46,1.9628541256142495,0.3272155950813835,1.2001499911062583,0.4354885478207118,5.6,0.7900597612216814,0.4422038696229892,0.7071543453709588,0.20491919942536996,0.6106133014561429
VFL-MTL,42,47,1.9613711771486106,0.32878124713897705,1.1959063957351785,0.4366835342744552,5.6,0.7848854257258147,0.4485122363284713,0.701939708623257,0.20211231065909677,0.6074773471853977
VFL-MTL,42,48,1.9758719596279761,0.32493380479937556,1.2158990924014794,0.43503905930373343,5.6,0.793048238818304,0.4570523508370783,0.6950102770601754,0.19643876082125222,0.6110246902805395
VFL-MTL,42,49,1.9716579377911496,0.3269145780905886,1.2095114406539884,0.4352319159882558,5.6,0.7923776536015007,0.4477966897689083,0.7006623940494172,0.20114240585103016,0.609088506916711
VFL-MTL,42,50,1.967352443386894,0.32643430819938274,1.2059359490611148,0.43498218410920886,5.6,0.7965777662264961,0.44805291389756763,0.6964472559557453,0.2030657269226473,0.610586423530149
VFL-MTL,42,51,1.9792324986520293,0.3283667686074061,1.216433532893918,0.4344321999487398,5.6,0.7896245055995949,0.44668357823804017,0.699971579750732,0.1985022049665724,0.6110610801793063
VFL-MTL,42,52,1.959542361409383,0.32641280146405166,1.1987891788045393,0.43434037938388675,5.6,0.7951449630303454,0.44016568174637977,0.6967367805924823,0.20758894062147276,0.6101539659222435
VFL-MTL,42,53,1.969904449829368,0.3251102399487683,1.210271629704138,0.434522579070262,5.6,0.7942519601080933,0.4466368863232646,0.7008470724482183,0.1987328840510654,0.6103451085135864
VFL-MTL,42,54,1.960735631821978,0.325182497696585,1.2014077425523617,0.43414538968598476,5.6,0.7783411804299076,0.41782055003567103,0.6983382137394343,0.19963601625488064,0.6117261377740794
VFL-MTL,123,1,2.1837756508823043,0.38995205581708764,1.3251747874193316,0.468648811485049,5.6,0.657520050914495,0.24816949199552849,0.6315649977487331,0.13907700661776567,0.5328436344275547
VFL-MTL,123,2,2.143537701998215,0.37852905248190116,1.3161164756425083,0.44889217419915844,5.6,0.6753392911289491,0.29422298415342474,0.5054376345837178,0.10627021995300687,0.5467343880379358
VFL-MTL,123,3,2.1570867929916715,0.3741468286800593,1.3349036543129833,0.4480363074608765,5.6,0.7052698834764471,0.31477891033196775,0.4888756544906655,0.10204049677455082,0.5508349518420058
VFL-MTL,123,4,2.1642996322640164,0.3670805362114219,1.3506877880429597,0.44653131217415154,5.6,0.7177152786802216,0.3310246055742856,0.5136140444995109,0.10177828666750516,0.5550529876171421
VFL-MTL,123,5,2.162908434867859,0.36161563288436704,1.3550541122407371,0.4462386929312127,5.6,0.7345915344655811,0.34019835496770146,0.6163787918945874,0.1404230913735116,0.5558528620742872
VFL-MTL,123,6,2.16274433052696,0.3617584196500903,1.355474813536265,0.4455111011146978,5.6,0.7394055865996247,0.34955188684568195,0.5780561613929541,0.1434365616998595,0.5634324804122463
VFL-MTL,123,7,2.1535873407880293,0.3558158912252651,1.352414844598312,0.4453566028821937,5.6,0.7603511700670752,0.3871740796818213,0.6441359020129414,0.2296288384077291,0.5663825384843268
VFL-MTL,123,8,2.1482439801161988,0.353462433645819,1.3501194361515962,0.44466211832246405,5.6,0.7533695865862964,0.3520274400450222,0.49753105737164843,0.12247223377732237,0.5677760164935034
VFL-MTL,123,9,2.145590666079625,0.34891224733866977,1.3531027488312868,0.443575671406292,5.6,0.7656183878631573,0.38296493904556855,0.6297320513352729,0.17250871636026216,0.5777173062468453
VFL-MTL,123,10,2.1460827734793115,0.3450945744608167,1.3595695914659958,0.44141861444998,5.6,0.7713504336728743,0.386568964270397,0.5666146160977827,0.12232602165490047,0.580238049693612
