n_sites,seed,convergence_round,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,sigma_decomp,sigma_ihm,sigma_pheno,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
2,42,45,32,0.5370823222997407,0.3302881870597731,1.1993751747118855,0.6707361561762714,4.0,1.0963118076324463,0.5742349624633789,1.0,0.7810905798188004,0.43394518326336773,0.7022100735413868,0.20823400177916906,nan
2,42,45,33,0.5369870494807131,0.3305871839346323,1.198064446709562,0.6705852856282063,4.0,1.0919578075408936,0.5746349692344666,1.0,0.7732488979077741,0.4253574807394094,0.7014979706664708,0.21472151526990663,nan
2,42,45,34,0.5380684650100475,0.3299022704102587,1.2031031334244007,0.67043434792731,4.0,1.096503496170044,0.574016809463501,1.0,0.7889555864330198,0.43985187651727975,0.699971579750732,0.2072147100739995,nan
2,42,45,35,0.5321352634107182,0.3272085381777526,1.1986741220586685,0.6705922916466492,4.0,1.093851089477539,0.5730905532836914,1.0,0.7781637460806168,0.4161949651195075,0.6939032710961807,0.1929494910762361,nan
2,42,45,36,0.5383940166000716,0.32847424944675646,1.2091277928852098,0.6714812496343554,4.0,1.1005141735076904,0.573921263217926,1.0,0.7806078417652136,0.43213386741781057,0.6981673729151832,0.21583031219018903,nan
2,42,45,37,0.5353581144039288,0.32813296288121735,1.2030371612336437,0.6707489334339658,4.0,1.1009944677352905,0.5746448636054993,1.0,0.7853894059198097,0.44247583187701733,0.6921629299893237,0.2143934691532607,nan
2,42,45,38,0.5295767089164933,0.3268692473917549,1.1937649853885435,0.6707648390245229,4.0,1.0948529243469238,0.5733656287193298,1.0,0.7902201185561342,0.45165113873955265,0.700115277640289,0.20990844087505917,nan
2,42,45,39,0.5306641465972084,0.3282721999821184,1.1913031287588927,0.6723866254481686,4.0,1.0921142101287842,0.5736175179481506,1.0,0.7811801300185599,0.4380002571936307,0.6936690967576433,0.2054833893783421,nan
2,42,45,40,0.530342810539179,0.32740538895911003,1.1937467237226829,0.6730181710168264,4.0,1.0933693647384644,0.572861909866333,1.0,0.7786219098933396,0.43948232293531064,0.6964483203845568,0.20248739623375014,nan
2,42,45,41,0.5287334907263127,0.3262710483443789,1.1939931298447488,0.6723558272857333,4.0,1.0926487445831299,0.5718382000923157,1.0,0.7831552325639514,0.4357117107730151,0.6987666463360764,0.2120645445414393,nan
2,42,45,42,0.5288558697336105,0.3258486641286242,1.1958257839669306,0.673937307695114,4.0,1.0910698175430298,0.572808027267456,1.0,0.7885482371522536,0.44324829813809646,0.700368611697434,0.20364738654209838,nan
2,42,45,43,0.5247670038558511,0.325650945045542,1.1868787491165393,0.6749903268168587,4.0,1.0878586769104004,0.5713217258453369,1.0,0.7892929616042065,0.44346992258593637,0.7028615039740451,0.21297809862651718,nan
2,42,45,44,0.5273468029811392,0.32536516296290935,1.1940188582287086,0.6742237421102398,4.0,1.0921268463134766,0.5712559223175049,1.0,0.7902567716611519,0.43977955177096467,0.7005538223106408,0.20533463058598297,nan
2,42,45,45,0.5255859391397785,0.32438281347657916,1.193403639647638,0.6737082384559265,4.0,1.0936455726623535,0.5703107118606567,1.0,0.7918261909760056,0.43486717640078765,0.7004750545785874,0.2090423391595297,nan
2,42,45,46,0.5287766733804644,0.3240703319618275,1.202206781337355,0.672170301712236,4.0,1.0931428670883179,0.5685770511627197,1.0,0.7890047349147481,0.4385179193028075,0.7001983030875887,0.20107530391234624,nan
2,42,45,47,0.522115913671177,0.3243802240582012,1.1851720937474846,0.6697744370547966,4.0,1.0898298025131226,0.5688995718955994,1.0,0.7900485153826416,0.4415993298289975,0.698386645250359,0.20829283778128388,nan
2,42,45,48,0.5211580286379985,0.3240026741178796,1.1843033349670178,0.6709757028188247,4.0,1.0874254703521729,0.5680268406867981,1.0,0.7841940148811607,0.4328700486598872,0.6960896078750701,0.19676848843135392,nan
2,42,45,49,0.5176003991776679,0.3237330486030037,1.1768533100727865,0.6718296452901249,4.0,1.0853184461593628,0.5692777633666992,1.0,0.7918336882020319,0.44348075842949986,0.6923215298822423,0.2026536282249084,nan
2,42,45,50,0.5220853344061489,0.32450681111437785,1.1846196573374053,0.673126075205324,4.0,1.0863656997680664,0.568749725818634,1.0,0.7926725444918713,0.4475922686511203,0.7005543545250466,0.20647649324427092,nan
2,42,45,51,0.5132836836133982,0.321220540974338,1.1759306267879936,0.6754617711862623,4.0,1.0845297574996948,0.5677598118782043,1.0,0.7928499788411622,0.44320831588071896,0.7052820150914717,0.21960185592076215,nan
2,42,45,52,0.5152489822764584,0.3218728024756544,1.1780752646350443,0.6730572776502918,4.0,1.084956407546997,0.5671786069869995,1.0,0.7834576206803483,0.412348320354683,0.6979300052902113,0.19768984868983985,nan
2,42,45,53,0.5119487121375887,0.3211512644348186,1.1730813529814175,0.6727269632847549,4.0,1.0822443962097168,0.5676791667938232,1.0,0.7962387250050815,0.4494915280562628,0.6842999943585273,0.19514010938222653,nan
2,42,45,54,0.5166567069474266,0.32145593728561067,1.182980122524578,0.6727058952552263,4.0,1.0848002433776855,0.5672149062156677,1.0,0.7932256731675947,0.45571082526710205,0.7001477427190407,0.20987299058132108,nan
2,42,45,55,0.5105807716148909,0.32105807068566566,1.170119912863819,0.6740226758619583,4.0,1.081493854522705,0.5662915110588074,1.0,0.7897819473461486,0.4393586000577532,0.690378947301194,0.20226647767405354,nan
